OrderID,OrderDate,CustomerName,Country,Email,ProductID,ProductName,Category,UnitPrice,Quantity,SalesRep,PaymentMethod,DiscountCode,OrderSource,Notes
10758,09/05/2023,tom KAMAU,South Sudan,,P005,T-shirt,clothes,110.09,2,,Debit,,affiliate,duplicate row
14221,18-Sep-24,Brian 'B' Mugabe,Burundi,brian.b.mugabe@urbanthreads.co,P016,Backpack,Accessory,76.33,1,charles,,,affiliate,customer called in
14649,12-Feb-25,Lilian Mensah,rwanda,lilian.mensah@email.com,P014,Shorts,Footwear,62.57,1,charles,bank transfer,null,mobile,
11496,31/07/2025,Mark Mugabe,Uga,mark.mugabe@hotmail.com,P002,Sneakers,Apparel,86.72,1,Bob_Sales,bank transfer,DISC-20,Web,N/A
14044,20/08/2025,lydia  WANJIRU,uganda,lydia..wanjiru@gmail.com,P018,Bracelet,Footwear,113.51,1,Bob_Sales,Credit Card,,web,manual entry
13812,22/09/2024,L. Okoth,uganda,l..okoth@hotmail.com,P019,Earrings,Accessories,-43.66,1,Alice M.,Mpesa,null,affiliate,N/A
13888,07/05/2024,P. Doe,Tanz,p..doe@urbanthreads.co,P006,Running Shoes,clothes,116.45,1,TEAM_A,bank transfer,SUMMER,,manual entry
12459,30/08/2025,Linda Doe,rwanda,linda.doe@hotmail.com,P004,Sunglasses,apparel,80.88,1,Bob_Sales,Cash,,STORE,customer called in
11553,21/09/2025,Mark Mugabe,uganda,mark.mugabe@urban-threads.com,P023,Loafers,Apparel,116.66,1,charles,bank transfer,NEW10,affiliate,promo code used
12221,28/06/2025,Tom Mutiso,South Sudan,tom.mutiso@urban-threads.com,P028,Leggings,Footwear,28.75,1,,bank transfer,,Web,
10335,15-Oct-24,John Karanja,Rw,john.karanja@hotmail.com,P024,Sandals,apparel,48.32,1,TEAM_A,bank transfer,DISC-20,STORE,??
13263,19/12/2024,Fatima 'Z' Mwangi,Tanz,,P022,Boots,Footwear,,2,Bob_Sales,Mpesa,,affiliate,promo code used
11251,03/06/2025,Mark Mwangi,Burundi,mark.mwangi@email.com,P013,Blazer,Apparrel,18.78,1,TEAM_A,Mpesa,SUMMER,mobile,N/A
11184,05/01/2024,sam WANJIRU,Rw,,,,,,1,,Mpesa,,,customer called in
10453,26/11/2024,m. mwase,KEN,m..mwase@urban-threads.com,P006,Running Shoes,clothes,116.45,,Bob_Sales,mpesa,,STORE,customer called in
10385,11/03/2024,,Tanzania,unknown@gmail.com,,Unknown,,,-3,TEAM_A,Mpesa,SUMMER,mobile,manual entry
11510,11-May-24,Lilian Otieno,Tanzania,lilian.otieno@gmail.com,P025,Windbreaker,apparel,90.77,1,,Credit Card,null,stores,ordered twice
10117,03/05/2024,Esther 'Z' Mwangi,Burundi,esther.z.mwangi@urbanthreads.co,P026,Beanie,clothes,13.49,1,charles,Mpesa,,mobile,??
12247,2025-13-40,Paul Ibrahim,KEN,paul.ibrahim@email.com,P019,Earrings,Accessories,-43.66,1,,mpesa,null,affiliate,promo code used
11026,25/06/2024,G. Mutiso,KEN,g..mutiso@mail,P023,Loafers,Apparel,116.66,1,Bob_Sales,Debit,DISC-20,STORE,duplicate row
13677,15/07/2025,B. Doe,Kenya*,,P018,Bracelet,Footwear,113.51,1,Bob_Sales,mpesa,NEW10,stores,REFUND
11815,21/12/2024,Esther 'Z' Kamau,Burundi,esther.z.kamau@urban-threads.com,P024,Sandals,apparel,48.32,1,charles,Credit Card,,stores,customer called in
10487,14/10/2025,Robert Okoth,Uga,robert.okoth@mail,,,,,2,,unknown,,Web,??
14651,16/01/2025,amina OKOTH,uganda,,P026,Beanie,clothes,1.35,1,,,DISC-20,STORE,promo code used
14729,02/10/2025,Robert 'D' Kim,Kenya,robert.d.kim@mail,P007,Belt,apparel,22.02,1,charles,Cash,,stores,
11405,,Sophia Karanja,Uga,sophia.karanja@mail,P025,Windbreaker,apparel,90.77,4,,Mpesa,SUMMER,,duplicate row
10401,22/06/2024,,Tanz,unknown@mail,P003,Hoodie,Footwear ,37.22,1,,,NEW10,stores,promo code used
11128,23/09/2024,Mary 'Z' Mwangi,S. Sudan,mary.z.mwangi@urban-threads.com,P011,Dress,apparel,59.57,2,charles,Debit,DISC-20,mobile,promo code used
13029,30/09/2025,Sophia Kamau,Tanzania,sophia.kamau@gmail.com,P019,Earrings,Accessories,-43.66,1,,unknown,NEW10,mobile,promo code used
12860,,Owen Mutiso,Burundi,owen.mutiso@urban-threadscom,P028,Leggings,Footwear,28.75,1,charles,Cash,DISC-20,STORE,giftwrap
12007,08-Feb-24,jane KARANJA,uganda,jane.karanja@urban-threads.com,P015,Socks,Apparel,83.19,1,Bob_Sales,bank transfer,null,,giftwrap
10579,03/02/2025,B. Kim,Kenia,b..kim@mail,P014,Shorts,Footwear,62.57,1,charles,Cash,null,mobile,ordered twice
11928,19/03/2025,J. Wanjiru,rwanda,j..wanjiru@email.com,P003,Hoodie,Footwear ,37.22,1,Bob_Sales,Debit,,,N/A
10813,09/05/2024,,Tanz,unknown@urban-threads.com.,P003,Hoodie,Footwear ,37.22,3,Alice M.,,,,??
13096,06/08/2024,David 'C' Karanja,Tanzania,david.c.karanja@gmail.com,P019,Earrings,Accessories,-43.66,2,,bank transfer,SUMMER,web,promo code used
13619,14-Aug-25,P. Mwangi,Uga,,P016,Backpack,Accessory,76.33,2,,Cash,,stores,duplicate row
14800,05/06/2023,M. Said,Tanzania,m..said@hotmail.com,P027,Sports Tee,Clothing,28.49,1,,mpesa,NEW10,stores,??
12448,08/11/2024,Peter 'D' Mutiso,South Sudan,peter.d.mutiso@urban-threads.com,P021,Sunglass Case,Footwear,50.53,1,,Debit,null,mobile,giftwrap
14164,18-Feb-24,Sophia Karanja,Uganda,sophia.karanja@urban-threads.com,P005,T-shirt,clothes,110.09,1,TEAM_A,mpesa,DISC-20,STORE,
13649,25/10/2024,Peter Doe,South Sudan,peter.doe@mail,P005,T-shirt,clothes,110.09,1,,bank transfer,DISC-20,stores,REFUND
13973,15/02/2025,Esther 'B' Kim,Burundi,esther.b.kim@hotmail.com,P011,Dress,apparel,59.57,1,TEAM_A,Credit Card,DISC-20,Web,??
11471,23-Nov-24,Peter Ibrahim,Kenia,peter.ibrahim@urbanthreads.co,P003,Hoodie,Footwear ,37.22,1,TEAM_A,,NEW10,Web,promo code used
14415,24/02/2024,Mark 'D' Mwase,KEN,mark.d.mwase@mail,P015,Socks,Apparel,83.19,1,TEAM_A,Mpesa,,STORE,ordered twice
12239,17/05/2025,T. Kim,Kenya*,t..kim@email.com,,Unknown,,,1,,,SUMMER,web,duplicate row
13311,09-Aug-24,john MENSAH,uganda,john.mensah@mail,P010,Cap,Accessory,28.77,1,,Mpesa,SUMMER,STORE,
14629,14/06/2025,Mary 'D' Otieno,Tanzania,mary.d.otieno@mail,P009,Scarf,Apparel,20.66,0,Alice M.,,null,web,
10272,01/08/2026,Mark 'Z' Mutiso,Kenia,mark.z.mutiso@urbanthreads.co,P012,Skirt,Footwear,38.53,1,TEAM_A,bank transfer,SUMMER,affiliate,promo code used
10719,11/07/2025,Fatima 'D' Doe,Burundi,fatima.d.doe@hotmail.com,,Unknown,,,1,Bob_Sales,Cash,,web,REFUND
11814,06/08/2024,Mark 'B' Mwangi,Kenya*,mark.b.mwangi@urban-threads.com,P005,T-shirt,clothes,110.09,1,,mpesa,,,N/A
11074,26/08/2023,Moses Said,Kenya*,,P018,Bracelet,Footwear,113.51,1,Alice M.,unknown,,Web,manual entry
11734,06-Apr-25,esther MUGABE,Rwanda,esther.mugabe@gmailcom,P014,Shorts,Footwear,31.29,1,charles,Mpesa,,affiliate,duplicate row
12130,08/09/2024,grace KARANJA,Uga,grace.karanja@email.com,P024,Sandals,apparel,4.83,1,,,DISC-20,web,??
13080,20/09/2025,A. Ibrahim,Kenia,a..ibrahim@email.com,P013,Blazer,Apparrel,18.78,2,Bob_Sales,unknown,DISC-20,affiliate,ordered twice
11236,12/06/2025,David 'Z' Mwangi,Tanzania,david.z.mwangi@hotmail.com,P023,Loafers,Apparel,116.66,1,Bob_Sales,Cash,SUMMER,web,??
11048,12/03/2025,Esther  Doe,Kenia,esther..doe@email.com,P016,Backpack,Accessory,76.33,1,Alice M.,Debit,,STORE,REFUND
13796,15/04/2025,Mark Said,rwanda,mark.said@email.com,P008,Jeans,Footwear,112.3,2,,Cash,NEW10,mobile,promo code used
10582,13/11/2024,Moses  Mutiso,Uganda,moses..mutiso@hotmail.com,P011,Dress,apparel,59.57,1,,Mpesa,DISC-20,,N/A
10612,27/02/2025,esther DOE,S. Sudan,esther.doe@email.com,,misc item,,,1,,mpesa,SUMMER,STORE,giftwrap
10231,25/09/2025,fatima mwangi,kenya,fatima.mwangi@gmail.com,P014,Shorts,Footwear,62.57,2,charles,bank transfer,,mobile,REFUND
13539,04/03/2025,fatima WANJIRU,Uganda,fatima.wanjiru@urban-threads.com,P029,Active Shorts,Apparel,27.63,1,charles,unknown,null,affiliate,giftwrap
10248,11/09/2024,P. Mugabe,South Sudan,p..mugabe@gmail.com,P002,Sneakers,Apparel,86.72,1,,mpesa,NEW10,Web,giftwrap
14393,13/03/2025,Esther Karanja,Rwanda,esther.karanja@hotmail.com,P024,Sandals,apparel,48.32,1,Bob_Sales,Mpesa,null,Web,
10967,14/07/2025,Grace Kamau,Rwanda,grace.kamau@gmail.com,P021,Sunglass Case,Footwear,50.53,1,,Credit Card,DISC-20,affiliate,??
11480,11/01/2024,Alice Mwase,Kenya*,alice.mwase@mail,P011,Dress,apparel,59.57,1,TEAM_A,Credit Card,,affiliate,promo code used
13457,16/07/2025,Sam  Mutiso,S. Sudan,sam..mutiso@gmail.com,P015,Socks,Apparel,83.19,4,Alice M.,bank transfer,NEW10,stores,??
14473,07/08/2024,owen wanjiru,rwanda,,P022,Boots,Footwear,10.34,1,Alice M.,unknown,NEW10,stores,giftwrap
14041,02-Jul-24,Sam Doe,Rw,sam.doe@urban-threadscom,P004,Sunglasses,apparel,80.88,-3,,Debit,,STORE,
11071,12/08/2025,Jane Kamau,Tanzania,jane.kamau@mail,P007,Belt,apparel,22.02,0,,Cash,,STORE,??
13454,10/05/2025,Robert 'C' Mugabe,KEN,robert.c.mugabe@mail,P002,Sneakers,Apparel,86.72,1,charles,,null,Web,duplicate row
14186,25/08/2025,moses MWASE,Uganda,moses.mwase@gmail.com,P004,Sunglasses,apparel,80.88,1,TEAM_A,Credit Card,SUMMER,web,N/A
13353,05/12/2024,grace OTIENO,uganda,grace.otieno@email.com,P003,Hoodie,Footwear ,37.22,1,,Debit,,Web,promo code used
10058,30/08/2025,David  'Z'  Mwase,KEN,,P028,Leggings,Footwear,28.75,1,TEAM_A,mpesa,,affiliate,ordered twice
11416,06-Jun-24,David Doe,rwanda,,P006,Running Shoes,clothes,116.45,1,charles,Cash,DISC-20,STORE,N/A
10570,05/02/2025,jane DOE,rwanda,jane.doe@mail,P002,Sneakers,Apparel,173.44,1,,Cash,DISC-20,,N/A
13140,10/12/2024,Peter 'B' Otieno,Uganda,peter.b.otieno@mail,P024,Sandals,apparel,48.32,1,charles,Cash,null,stores,N/A
10810,05-Oct-25,alice mutiso,Kenya*,,P002,Sneakers,Apparel,86.72,3,charles,Debit,null,mobile,duplicate row
14163,03/01/2025,Jane 'B' Mutiso,Tanz,,P003,Hoodie,Footwear ,37.22,0,charles,Credit Card,,,promo code used
12727,11/05/2024,Alice Mwase,Kenia,,P007,Belt,apparel,22.02,2,Alice M.,unknown,,mobile,manual entry
13087,07/01/2024,L. Ibrahim,rwanda,l..ibrahim@urban-threads.com,P015,Socks,Apparel,83.19,1,Bob_Sales,,NEW10,STORE,ordered twice
10593,16/12/2024,brian  KAMAU,Kenia,brian..kamau@mail,P012,Skirt,Footwear,38.53,1,charles,bank transfer,NEW10,web,duplicate row
11900,19/05/2024,L. Said,South Sudan,l..said@email.com,P005,T-shirt,clothes,110.09,4,TEAM_A,Credit Card,NEW10,,customer called in
12060,09/05/2024,Noah 'C' Doe,Uga,noah.c.doe@mail,P003,Hoodie,Footwear ,37.22,1,,unknown,DISC-20,STORE,customer called in
12686,25/08/2024,Robert Wanjiru,Uganda,robert.wanjiru@urban-threads.com,P024,Sandals,apparel,4.83,1,TEAM_A,Debit,null,STORE,??
14590,22/02/2024,L. Karanja,Uga,l..karanja@urban-threads.com,P029,Active Shorts,Apparel,27.63,1,TEAM_A,Cash,DISC-20,STORE,N/A
14768,30/01/2024,john 'b' mutiso,Kenya,john.b.mutiso@urbanthreads.co,P012,Skirt,Footwear,38.53,1,TEAM_A,bank transfer,null,,REFUND
11041,10/10/2025,,Tanzania ,unknown@gmail.com,P019,Earrings,Accessories,-43.66,1,TEAM_A,unknown,null,web,giftwrap
11550,17/08/2024,P. Njoroge,KEN,p..njoroge@hotmail.com,P027,Sports Tee,Clothing,28.49,1,charles,mpesa,NEW10,,N/A
14806,22/03/2024,Alice Okoth,Kenya*,alice.okoth@hotmail.com,P004,Sunglasses,apparel,80.88,1,,Debit,,Web,promo code used
10872,10/08/2025,Esther Otieno,South Sudan,esther.otieno@mail,P008,Jeans,Footwear,112.3,1,Alice M.,Cash,,,giftwrap
12867,06/01/2024,T. Okoth,South Sudan,t..okoth@urbanthreads.co,P010,Cap,Accessory,28.77,2,,mpesa,null,affiliate,ordered twice
11764,19/10/2025,paul MENSAH,kenya,paul.mensah@email.com,P020,Necklace,Apparrel,12.82,1,,bank transfer,null,Web,customer called in
12489,01-Oct-25,moses MWANGI,Uga,moses.mwangi@urbanthreads.co,P030,Ankle Socks,Footwear ,83.25,1,Bob_Sales,unknown,null,STORE,ordered twice
12634,05/05/2024,R. Ibrahim,Rw,,,,,,2,charles,mpesa,,,duplicate row
13735,14/10/2025,Alice 'Z' Mutiso,Uganda,alice.z.mutiso@urbanthreads.co,P024,Sandals,apparel,48.32,1,,unknown,DISC-20,mobile,
10779,16/07/2024,John Mugabe,Tanzania,john.mugabe@email.com.,P012,Skirt,Footwear,38.53,1,,bank transfer,DISC-20,affiliate,ordered twice
14763,04/01/2024,owen OKOTH,Tanz,owen.okoth@urban-threads.com,P012,Skirt,Footwear,38.53,1,,Credit Card,,affiliate,N/A
13746,08/06/2024,Tom Wanjiru,uganda,tom.wanjiru@urban-threads.com,P011,Dress,apparel,59.57,1,Alice M.,Debit,null,mobile,promo code used
14205,19/09/2025,alice mwase,Burundi,alice.mwase@gmail.com,P022,Boots,Footwear,10.34,1,,Debit,,web,giftwrap
12977,28/09/2024,david DOE,kenya,david.doe@urban-threads.com,,,,,2,TEAM_A,Mpesa,,STORE,ordered twice
11450,2025-13-40,Robert Karanja,Kenia,robert.karanja@gmail.com,P012,Skirt,Footwear,,4,,bank transfer,null,STORE,customer called in
14352,29/07/2024,,KEN,unknown@urbanthreads.co,P006,Running Shoes,clothes,116.45,1,Alice M.,Cash,SUMMER,mobile,REFUND
10277,04/11/2024,,Uga,unknown@urban-threadscom,P006,Running Shoes,clothes,116.45,1,,,NEW10,mobile,
11853,14/03/2025,Grace Mensah,kenya,grace.mensah@email.com,P020,Necklace,Apparrel,6.41,1,Alice M.,unknown,,mobile,??
10726,20/01/2025,lydia 'z' mwangi,Burundi,lydia.z.mwangi@urban-threads.com,,,,,1,,bank transfer,null,STORE,duplicate row
13663,12/08/2025,J. Okoth,South Sudan,j..okoth@mail,P010,Cap,Accessory,28.77,1,,Credit Card,null,affiliate,duplicate row
10037,15/08/2025,paul WANJIRU,Burundi,paul.wanjiru@urbanthreads.co,P013,Blazer,Apparrel,18.78,1,,,SUMMER,web,customer called in
11998,03/09/2024,Mark 'B' Mwangi,Kenya,mark.b.mwangi@mail,P002,Sneakers,Apparel,86.72,4,,mpesa,,,duplicate row
14280,30-Sep-25,Sophia Mugabe,KEN,sophia.mugabe@email.com,P027,Sports Tee,Clothing,28.49,3,Bob_Sales,,null,web,manual entry
10356,30/10/2024,D. Mugabe,Rwanda,d..mugabe@email.com,P009,Scarf,Apparel,20.66,1,,Debit,NEW10,affiliate,promo code used
12741,02/10/2023,Esther 'B' Ibrahim,S. Sudan,esther.b.ibrahim@mail,P011,Dress,apparel,59.57,1,charles,Credit Card,DISC-20,STORE,N/A
,14/02/2025,Unknown,U G A N D A,noemail,,,,0,-5,,,,,import_error
12642,27/11/2024,Robert Okoth,rwanda,robert.okoth@hotmail.com,P024,Sandals,apparel,48.32,1,,mpesa,,mobile,manual entry
14500,26/04/2025,jane SAID,uganda,jane.said@hotmail.com,P021,Sunglass Case,Footwear,50.53,1,charles,Cash,DISC-20,,REFUND
12508,04-Jun-24,Esther Said,kenya,esther.said@email.com,P010,Cap,Accessory,28.77,1,Bob_Sales,,SUMMER,stores,REFUND
11829,11/10/2024,Linda 'D' Doe,Uga,linda.d.doe@emailcom,P024,Sandals,apparel,48.32,1,,mpesa,DISC-20,mobile,
12553,28/09/2024,Lilian Okoth,Kenya,lilian.okoth@gmail.com,P021,Sunglass Case,Footwear,50.53,2,,,NEW10,STORE,duplicate row
11926,30/01/2026,Amina Mutiso,uganda,,P005,T-shirt,clothes,110.09,2,Alice M.,,NEW10,web,manual entry
11119,27/02/2025,Lydia 'C' Mugabe,Kenya*,lydia.c.mugabe@emailcom,P004,Sunglasses,apparel,80.88,1,charles,Mpesa,DISC-20,stores,
13039,08-Dec-24,Owen Mwase,Rw,owen.mwase@email.com,P004,Sunglasses,apparel,8.09,1,Alice M.,mpesa,,STORE,N/A
11923,2025-13-40,L. Wanjiru,Tanzania,l..wanjiru@gmail.com,P025,Windbreaker,apparel,907.7,1,Bob_Sales,Mpesa,,Web,REFUND
10836,29/01/2023,Fatima Wanjiru,Uga,fatima.wanjiru@urbanthreads.co,P019,Earrings,Accessories,-43.66,3,charles,Credit Card,DISC-20,stores,manual entry
10672,11/03/2025,mark OKOTH,Kenya*,mark.okoth@email.com,P024,Sandals,apparel,48.32,2,Alice M.,mpesa,,affiliate,??
12268,02-May-25,John 'Z' Ibrahim,uganda,john.z.ibrahim@gmail.com,,,,,1,,Cash,SUMMER,STORE,N/A
12818,30-Nov-24,J.  Wanjiru,Kenia,j...wanjiru@mail,P013,Blazer,Apparrel,18.78,1,charles,Mpesa,NEW10,web,promo code used
11414,13-Jun-24,Lilian Ibrahim,Tanzania,lilian.ibrahim@email.com,P012,Skirt,Footwear,38.53,1,charles,mpesa,SUMMER,Web,ordered twice
12320,26/03/2024,A. Mwangi,Burundi,,P001,Denim Jacket,Accessory,139.9,1,charles,Mpesa,DISC-20,stores,ordered twice
14619,17/08/2023,Mary Ibrahim,S. Sudan,mary.ibrahim@mail,P010,Cap,Accessory,28.77,1,,Mpesa,,stores,
13514,30/06/2025,Fatima Mwangi,Tanz,,P016,Backpack,Accessory,76.33,0,Alice M.,Debit,DISC-20,Web,giftwrap
13155,27-Jun-25,peter IBRAHIM,Uganda,,P011,Dress,apparel,59.57,1,Alice M.,mpesa,null,web,customer called in
12478,09/07/2025,Fatima Njoroge,South Sudan,fatima.njoroge@mail,,misc item,,,1,Bob_Sales,,,Web,promo code used
11047,04/07/2025,Sam Njoroge,Kenia,sam.njoroge@urbanthreads.co,P015,Socks,Apparel,83.19,1,,,SUMMER,,promo code used
10618,05/12/2024,jane OKOTH,South Sudan,jane.okoth@hotmail.com,P023,Loafers,Apparel,116.66,3,,Credit Card,SUMMER,,manual entry
14676,04/11/2024,grace MUTISO,Kenia,grace.mutiso@email.com,P010,Cap,Accessory,28.77,1,Bob_Sales,unknown,DISC-20,Web,REFUND
10147,04-Jun-25,Robert Wanjiru,Uganda,robert.wanjiru@urbanthreads.co,P021,Sunglass Case,Footwear,50.53,1,,Mpesa,null,stores,promo code used
14766,24/06/2025,Tom Mwangi,Burundi,tom.mwangi@gmail.com,P019,Earrings,Accessories,-43.66,1,,bank transfer,,mobile,customer called in
13360,15-Jun-24,Lydia Otieno,Uga,lydia.otieno@urbanthreads.co,P027,Sports Tee,Clothing,56.98,3,TEAM_A,unknown,,Web,
11093,17/09/2025,Esther Okoth,Tanzania ,esther.okoth@email.com,P020,Necklace,Apparrel,12.82,4,,Debit,,Web,customer called in
13817,23/10/2024,brian KAMAU,Burundi,brian.kamau@mail,P005,T-shirt,clothes,110.09,1,,mpesa,SUMMER,affiliate,promo code used
10590,06/09/2024,Lilian Kamau,Kenya,lilian.kamau@mail,P007,Belt,apparel,22.02,2,,bank transfer,null,Web,N/A
11445,16/09/2024,Lilian Kamau,Burundi,lilian.kamau@gmail.com,P017,Watch,Accessories,76.48,1,charles,Debit,null,STORE,manual entry
11991,16-May-25,Owen Kamau,Rw,owen.kamau@gmail.com,P025,Windbreaker,apparel,90.77,1,Alice M.,,DISC-20,mobile,manual entry
10933,13/08/2024,owen  KIM,Kenya,owen..kim@email.com,P016,Backpack,Accessory,76.33,1,,Mpesa,NEW10,Web,promo code used
13042,23/09/2025,J. Mwangi,Uganda,j..mwangi@urban-threads.com,P009,Scarf,Apparel,20.66,1,TEAM_A,,,mobile,customer called in
13206,10/07/2024,Amina Mwase,Tanzania,amina.mwase@gmail.com,P012,Skirt,Footwear,38.53,2,Bob_Sales,,SUMMER,affiliate,customer called in
14293,30/05/2024,Lilian 'B' Otieno,Kenya,lilian.b.otieno@email.com,P011,Dress,apparel,59.57,1,,mpesa,null,STORE,??
11824,12/02/2025,Paul Kim,KEN,paul.kim@gmail.com,,misc item,,,1,TEAM_A,unknown,null,mobile,N/A
10392,10-Aug-25,,Kenia,unknown@urban-threads.com,P021,Sunglass Case,Footwear,50.53,1,,Mpesa,,Web,ordered twice
13249,31/10/2024,Tom Mutiso,KEN,tom.mutiso@mail,,misc item,,,-1,charles,mpesa,SUMMER,STORE,manual entry
10362,06/10/2025,Noah Mwangi,kenya,noah.mwangi@email.com,P017,Watch,Accessories,76.48,2,Alice M.,mpesa,,stores,REFUND
ORDX,Feb 31 2025, ,Tanz.,abc@,,,misc,free,two,???,,,unknown,garbage
12397,18-Jul-24,mary MUTISO,Tanz,,P008,Jeans,Footwear,112.3,1,,Credit Card,,STORE,ordered twice
13776,16/01/2024,Lilian Mensah,Uganda,lilian.mensah@email.com,P014,Shorts,Footwear,62.57,1,charles,Cash,DISC-20,affiliate,ordered twice
10024,28/01/2025,peter IBRAHIM,Burundi,peter.ibrahim@email.com,P015,Socks,Apparel,83.19,1,,mpesa,NEW10,stores,promo code used
10629,09/10/2025,David  'Z'  Mutiso,Tanzania ,david..z..mutiso@urban-threads.com,P022,Boots,Footwear,10.34,1,charles,Credit Card,SUMMER,Web,
14834,12/08/2024,Peter 'D' Kamau,South Sudan,,P017,Watch,Accessories,764.8,1,Bob_Sales,Cash,null,,N/A
11127,27/02/2025,grace OTIENO,Uganda,grace.otieno@hotmail.com,P023,Loafers,Apparel,116.66,1,,bank transfer,,mobile,promo code used
12923,21/07/2024,Tom Said,KEN,tom.said@hotmail.com,P014,Shorts,Footwear,62.57,1,charles,Debit,null,,REFUND
10884,11/09/2024,Linda Mensah,Rw,linda.mensah@hotmail.com,P001,Denim Jacket,Accessory,279.8,1,Alice M.,Cash,,stores,customer called in
10083,30/08/2025,jane KIM,South Sudan,jane.kim@hotmail.com,P010,Cap,Accessory,28.77,1,Bob_Sales,Mpesa,SUMMER,Web,customer called in
14766,24/06/2025,Tom Mwangi,Burundi,tom.mwangi@gmail.com,P020,Necklace,Apparrel,12.82,1,TEAM_A,,,affiliate,??
11994,02/04/2025,Brian 'D' Mensah,Tanzania,brian.d.mensah@hotmail.com,P025,Windbreaker,apparel,90.77,1,,Mpesa,NEW10,stores,??
13380,31/08/2025,Sam 'Z' Ibrahim,uganda,sam.z.ibrahim@gmail.com,,Unnamed product,,,1,TEAM_A,bank transfer,NEW10,STORE,customer called in
11335,,Robert Otieno,Kenya*,robert.otieno@email.com,P023,Loafers,Apparel,116.66,1,Alice M.,Credit Card,DISC-20,Web,??
13752,27/05/2025,alice IBRAHIM,rwanda,alice.ibrahim@mail,P003,Hoodie,Footwear ,37.22,2,charles,Credit Card,,mobile,
13588,04/07/2024,mary KARANJA,Kenya*,mary.karanja@gmail.com,P007,Belt,apparel,22.02,1,TEAM_A,Credit Card,NEW10,affiliate,duplicate row
13174,29/06/2025,A. Mwangi,Kenia,a..mwangi@gmail.com,P009,Scarf,Apparel,20.66,1,TEAM_A,,SUMMER,web,ordered twice
11551,03/04/2025,Brian Ibrahim,Burundi,,P005,T-shirt,clothes,110.09,1,Alice M.,unknown,,web,duplicate row
10682,,Chloe 'C' Kamau,KEN,chloe.c.kamau@hotmail.com,P026,Beanie,clothes,13.49,1,,Credit Card,SUMMER,stores,duplicate row
11362,01/08/2025,owen KAMAU,South Sudan,,P015,Socks,Apparel,83.19,,Alice M.,Debit,SUMMER,stores,??
10718,01-Mar-25,Amina 'D' Otieno,Kenya,amina.d.otieno@gmail.com,P009,Scarf,Apparel,20.66,2,TEAM_A,bank transfer,SUMMER,stores,
12802,23-May-24,Sophia Said,Rwanda,sophia.said@hotmail.com,P027,Sports Tee,Clothing,28.49,1,Bob_Sales,bank transfer,null,mobile,??
10090,25-Aug-25,Owen 'D' Mutiso,KEN,owen.d.mutiso@mail.,P020,Necklace,Apparrel,12.82,1,charles,bank transfer,SUMMER,stores,customer called in
14297,25/06/2024,Linda Mwangi,S. Sudan,linda.mwangi@mail,P007,Belt,apparel,44.04,1,Alice M.,Credit Card,NEW10,web,N/A
11219,22/03/2025,L. Okoth,Burundi,l..okoth@hotmail.com,P013,Blazer,Apparrel,18.78,2,Alice M.,Debit,null,STORE,manual entry
14142,01/02/2024,P. Mugabe,Rw,,P011,Dress,apparel,59.57,1,TEAM_A,Cash,,web,??
12736,11/11/2024,E. Otieno,Tanz,e..otieno@urban-threads.com,P019,Earrings,Accessories,-43.66,3,,Mpesa,NEW10,mobile,duplicate row
12343,23-Mar-24,Peter Karanja,S. Sudan,peter.karanja@email.com,P006,Running Shoes,clothes,116.45,3,Alice M.,bank transfer,null,,duplicate row
13700,26-Feb-24,Lydia  Okoth,Kenya,lydia..okoth@urban-threads.com,P013,Blazer,Apparrel,18.78,1,charles,unknown,null,affiliate,duplicate row
12550,,mary MWASE,Kenya,mary.mwase@hotmail.com,P010,Cap,Accessory,28.77,1,,Mpesa,null,web,
12048,20-Apr-25,S. Kim,South Sudan,s..kim@emailcom,P021,Sunglass Case,Footwear,50.53,1,,Cash,DISC-20,mobile,giftwrap
14833,19/02/2024,Sam Kim,Uga,sam.kim@hotmail.com,P013,Blazer,Apparrel,18.78,1,charles,Cash,DISC-20,mobile,promo code used
10738,14/04/2025,lydia SAID,Burundi,lydia.said@mail,P001,Denim Jacket,Accessory,139.9,2,TEAM_A,Cash,NEW10,mobile,??
12020,29/07/2025,Brian Kim,Burundi,brian.kim@urban-threads.com,P013,Blazer,Apparrel,18.78,1,,Cash,SUMMER,stores,manual entry
13638,12/05/2024,Sophia 'Z' Wanjiru,Rw,sophia.z.wanjiru@urbanthreads.co,P026,Beanie,clothes,13.49,3,TEAM_A,mpesa,NEW10,stores,REFUND
11695,04/09/2024,peter SAID,South Sudan,peter.said@urban-threads.com,P019,Earrings,Accessories,-43.66,1,TEAM_A,Credit Card,DISC-20,STORE,customer called in
12941,10/04/2024,J.  Ibrahim,Kenia,j...ibrahim@hotmail.com,,Unknown,,,1,charles,mpesa,null,STORE,N/A
14523,04-Aug-24,P. Mensah,Tanz,p..mensah@urbanthreads.co,P023,Loafers,Apparel,116.66,1,TEAM_A,Mpesa,,stores,duplicate row
14649,12-Feb-25,Lilian Mensah,rwanda,lilian.mensah@email.com,,Unknown,,,1,,Mpesa,NEW10,stores,
13271,07/02/2025,noah MWASE,Kenya*,noah.mwase@gmail.com,P023,Loafers,Apparel,116.66,1,Alice M.,Mpesa,SUMMER,stores,customer called in
