"OrderID","OrderDate","CustomerName","Country","ProductID","ProductName","Category","UnitPrice","Quantity","SalesRep","PaymentMethod","DiscountCode","OrderSource"
"11327","2025-07-31","tom karanja","Kenya","P030","Ankle Socks","Footwear ","83.25","1","Alice M.","unknown","DISC-20","web"
"11328","2024-09-02","m. mutiso","Kenya","P020","Necklace","Apparel","12.82","1","Alice M.","Credit Card","SUMMER","web"
"11329","2024-12-17","noah okoth","Kenya","P008","Jeans","Footwear","112.30","1","Unknown","Debit","null","none"
"11330","2025-05-03","owen z karanja","Tanzania","P004","Sunglasses","Apparel","80.88","1","Alice M.","bank transfer","null","store"
"11331","2025-04-22","r. doe","rwanda","P026","Beanie","Clothes","13.49","1","charles","bank transfer","NEW10","store"
"11332","2024-10-26","g. mensah","rwanda","P030","Ankle Socks","Footwear ","83.25","1","Bob","Cash","null","Web"
"11333","2023-05-27","b. kim","Kenya","P024","Sandals","Apparel","48.32","1","Bob","Debit","null","store"
"11334","2024-01-01","l. otieno","South Sudan","P007","Belt","Apparel","22.02","2","Unknown","unknown","DISC-20","web"
"11336","2024-10-26","sam doe","South Sudan","P019","Earrings","Accessories","43.66","2","Unknown","Debit","DISC-20","none"
"11337","2024-04-30","grace mutiso","Kenya","P017","Watch","Accessories","76.48","1","Bob","Mpesa","null","affiliate"
"11338","2025-07-14","c. mutiso","Tanzania","P011","Dress","Apparel","59.57","1","Alice M.","Mpesa","null","store"
"11339","2026-07-08","lydia okoth","Kenya","P005","T-shirt","Clothes","110.09","1","Unknown","bank transfer","NEW10","store"
"11340","2025-10-10","chloe ibrahim","Kenya","P001","Denim Jacket","Accessories","139.90","1","Unknown","bank transfer","null","mobile"
"11341","2024-08-13","tom mensah","Kenya","P025","Windbreaker","Apparel","90.77","1","TEAM_A","Debit","null","store"
"11342","2025-01-07","noah mwangi","rwanda","P020","Necklace","Apparel","12.82","1","charles","Credit Card","NEW10","affiliate"
"11343","2025-08-03","p. okoth","Rwanda","P020","Necklace","Apparel","12.82","1","TEAM_A","mpesa","SUMMER","store"
"11344","2025-05-12","fatima z mwase","Burundi","P024","Sandals","Apparel","48.32","1","Unknown","Mpesa","SUMMER","store"
"11345","2025-09-24","brian d okoth","Rwanda","P004","Sunglasses","Apparel","80.88","2","Unknown","mpesa","null","Web"
"11346","2024-04-22","tom ibrahim","Uganda","P001","Denim Jacket","Accessories","139.90","1","charles","bank transfer","NEW10","Web"
"11347","2024-12-02","amina wanjiru","Tanzania","P016","Backpack","Accessories","76.33","1","Unknown","Mpesa","null","store"
"11348","2024-02-15","esther kamau","Rwanda","P020","Necklace","Apparel","12.82","1","Alice M.","bank transfer","null","store"
"11349","2025-09-11","alice kim","Kenya","P029","Active Shorts","Apparel","27.63","2","Alice M.","Debit","DISC-20","Web"
"11350","2025-07-12","sam  mensah","Kenya","P030","Ankle Socks","Footwear ","83.25","1","Unknown","Credit Card","null","mobile"
"11351","2025-02-15","john mutiso","Kenya","P024","Sandals","Apparel","48.32","1","Unknown","mpesa","NEW10","store"
"11354","2025-04-21","lilian b mutiso","Uganda","P027","Sports Tee","Clothes","28.49","2","Alice M.","mpesa","NEW10","affiliate"
"11355","2025-09-10","lydia z mugabe","Uganda","P007","Belt","Apparel","22.02","1","TEAM_A","unknown","null","store"
"11356","2024-06-17","tom.doe@email.com","rwanda","P009","Scarf","Apparel","20.66","1","TEAM_A","Cash","null","mobile"
"11357","2024-01-22","lilian karanja","Tanzania","P019","Earrings","Accessories","43.66","1","Alice M.","Mpesa","null","none"
"11358","2025-01-06","brian okoth","Kenya","P019","Earrings","Accessories","43.66","2","Bob","bank transfer","SUMMER","none"
"11359","2024-07-03","g. mutiso","Kenya","P010","Cap","Accessories","28.77","1","charles","Cash","NEW10","mobile"
"11360","2025-10-17","sophia  mwase","Uganda","P012","Skirt","Footwear","38.53","1","Unknown","Credit Card","null","store"
"11361","2024-07-04","lydia z mugabe","Kenya","P019","Earrings","Accessories","43.66","1","Bob","Cash","SUMMER","mobile"
"11362","2025-08-01","owen kamau","South Sudan","P015","Socks","Apparel","83.19","1","Alice M.","Debit","SUMMER","store"
"11363","2025-09-06","amina mwase","Kenya","P008","Jeans","Footwear","112.30","1","TEAM_A","unknown","NEW10","web"
"11364","2025-01-01","sam ibrahim","Uganda","P004","Sunglasses","Apparel","80.88","1","TEAM_A","mpesa","NEW10","web"
"11366","2024-05-17","o. otieno","Uganda","P030","Ankle Socks","Footwear ","83.25","1","Alice M.","unknown","SUMMER","none"
"11367","2024-02-24","alice b mensah","Tanzania","P019","Earrings","Accessories","43.66","4","TEAM_A","mpesa","NEW10","store"
"11368","2025-05-08","linda c mwase","Burundi","P026","Beanie","Clothes","13.49","1","Unknown","Mpesa","null","web"
"11369","2024-11-21","p. mutiso","Tanzania","P006","Running Shoes","Clothes","116.45","2","TEAM_A","bank transfer","null","web"
"11370","2024-11-24","sam  mutiso","Kenya","P029","Active Shorts","Apparel","27.63","1","TEAM_A","Credit Card","DISC-20","none"
"11371","2024-03-04","mark okoth","Uganda","P028","Leggings","Footwear","28.75","1","Unknown","Credit Card","null","none"
"11372","2025-02-26","mary b okoth","Tanzania","P010","Cap","Accessories","28.77","1","Bob","bank transfer","NEW10","Web"
"11373","2024-10-22","paul mwangi","Tanzania","P006","Running Shoes","Clothes","116.45","1","charles","Mpesa","null","Web"
"11374","2024-05-26","jane karanja","South Sudan","P030","Ankle Socks","Footwear ","83.25","1","Unknown","Credit Card","null","web"
"11375","2025-05-03","david z mutiso","Uganda","P019","Earrings","Accessories","43.66","2","Unknown","mpesa","DISC-20","mobile"
"11377","2024-01-12","tom kim","rwanda","P025","Windbreaker","Apparel","90.77","1","Bob","unknown","SUMMER","Web"
"11379","2025-04-04","g. mensah","Kenya","P011","Dress","Apparel","59.57","2","TEAM_A","Credit Card","SUMMER","none"
"11380","2024-11-07","a. kamau","Tanzania","P008","Jeans","Footwear","112.30","1","TEAM_A","Cash","DISC-20","none"
"11381","2025-10-05","brian njoroge","Uganda","P002","Sneakers","Apparel","86.72","1","Bob","unknown","NEW10","store"
"11382","2024-06-14","fatima wanjiru","Uganda","P027","Sports Tee","Clothes","28.49","1","Alice M.","Credit Card","null","mobile"
"11383","2024-04-01","lydia.c.mugabe@hotmail.com","Kenya","P007","Belt","Apparel","22.02","1","Unknown","unknown","null","store"
"11384","2024-09-28","esther said","rwanda","P030","Ankle Socks","Footwear ","83.25","1","Alice M.","unknown","DISC-20","store"
"11385","2025-10-18","esther said","Kenya","P004","Sunglasses","Apparel","80.88","2","Bob","Mpesa","SUMMER","none"
"11388","2025-02-13","s. okoth","Uganda","P014","Shorts","Footwear","62.57","1","Unknown","Cash","null","affiliate"
"11389","2025-10-09","robert otieno","Kenya","P028","Leggings","Footwear","28.75","2","Alice M.","unknown","DISC-20","store"
"11392","2025-01-13","g. mutiso","Kenya","P010","Cap","Accessories","28.77","1","TEAM_A","Cash","null","store"
"11393","2024-10-26","sophia said","Tanzania","P029","Active Shorts","Apparel","27.63","1","Unknown","Cash","null","store"
"11394","2025-05-19","lilian mwangi","Tanzania","P012","Skirt","Footwear","38.53","1","Unknown","unknown","null","store"
"11395","2024-09-17","fatima karanja","Kenya","P017","Watch","Accessories","76.48","1","charles","Debit","null","none"
"11396","2024-08-09","jane karanja","Kenya","P010","Cap","Accessories","28.77","1","Unknown","unknown","null","mobile"
"11397","2025-06-16",\N,"Kenya","P021","Sunglass Case","Footwear","50.53","1","Unknown","Cash","NEW10","store"
"11398","2025-04-16","peter z doe","Rwanda","P021","Sunglass Case","Footwear","50.53","1","Bob","Cash","null","store"
"11399","2025-04-11","robert otieno","Kenya","P017","Watch","Accessories","76.48","1","Unknown","Cash","SUMMER","web"
"11400","2024-10-29","mary kamau","South Sudan","P017","Watch","Accessories","76.48","2","TEAM_A","mpesa","null","none"
"11401","2024-12-14","moses wanjiru","Kenya","P025","Windbreaker","Apparel","90.77","1","TEAM_A","Cash","null","store"
"11402","2025-10-17","mary mwase","South Sudan","P027","Sports Tee","Clothes","28.49","2","Unknown","Cash","NEW10","store"
"11403","2025-07-26","p. wanjiru","Tanzania","P012","Skirt","Footwear","38.53","1","Alice M.","Mpesa","DISC-20","web"
"11404","2025-08-17","j. wanjiru","Tanzania","P006","Running Shoes","Clothes","116.45","1","Unknown","mpesa","NEW10","affiliate"
"11406","2025-05-02","sophia  kim","rwanda","P027","Sports Tee","Clothes","28.49","1","Alice M.","unknown","null","Web"
"11407","2024-04-26","s. kamau","Burundi","P026","Beanie","Clothes","13.49","4","TEAM_A","Cash","DISC-20","Web"
"11408","2024-02-18","sophia ibrahim","Kenya","P029","Active Shorts","Apparel","27.63","2","Unknown","Cash","SUMMER","none"
"11409","2024-04-25","alice mwase","South Sudan","P012","Skirt","Footwear","38.53","1","TEAM_A","unknown","null","store"
"11410","2024-11-07","paul mwangi","South Sudan","P011","Dress","Apparel","59.57","1","TEAM_A","unknown","null","mobile"
"11411","2024-01-02","david z doe","Kenya","P028","Leggings","Footwear","28.75","1","Unknown","Credit Card","NEW10","store"
"11412","2025-09-03","linda mutiso","Kenya","P027","Sports Tee","Clothes","28.49","1","TEAM_A","Cash","DISC-20","mobile"
"11413","2025-05-29","noah b kamau","Burundi","P004","Sunglasses","Apparel","80.88","1","TEAM_A","unknown","DISC-20","store"
"11414","2024-06-13","lilian ibrahim","Tanzania","P012","Skirt","Footwear","38.53","1","charles","mpesa","SUMMER","Web"
"11415","2026-10-08","peter karanja","Uganda","P024","Sandals","Apparel","48.32","1","charles","Credit Card","DISC-20","mobile"
"11416","2024-06-06","david doe","rwanda","P006","Running Shoes","Clothes","116.45","1","charles","Cash","DISC-20","store"
"11418","2025-05-02",\N,"Tanzania","P021","Sunglass Case","Footwear","50.53","1","Unknown","Credit Card","null","store"
"11419","2024-03-07","tom wanjiru","Uganda","P030","Ankle Socks","Footwear ","83.25","1","Alice M.","bank transfer","SUMMER","store"
"11420","2025-01-07","peter karanja","Kenya","P027","Sports Tee","Clothes","28.49","1","Unknown","Credit Card","SUMMER","web"
"11422","2024-07-02","mark d mutiso","Tanzania","P024","Sandals","Apparel","48.32","1","Unknown","unknown","null","store"
"11423","2024-08-01","tom karanja","rwanda","P005","T-shirt","Clothes","110.09","1","charles","Cash","null","affiliate"
"11424","2025-09-16","robert c said","Uganda","P001","Denim Jacket","Accessories","139.90","1","charles","Credit Card","null","mobile"
"11425","2025-07-24","amina  wanjiru","Burundi","P018","Bracelet","Footwear","113.51","1","Bob","Debit","null","web"
"11428","2024-05-07","tom karanja","Rwanda","P018","Bracelet","Footwear","113.51","1","Unknown","Mpesa","null","none"
"11430","2025-06-28","lilian njoroge","Tanzania","P003","Hoodie","Footwear ","37.22","1","Unknown","Mpesa","SUMMER","store"
"11431","2025-10-12","noah mensah","Rwanda","P018","Bracelet","Footwear","113.51","1","Bob","Mpesa","SUMMER","Web"
"11432","2024-05-24","noah okoth","Rwanda","P024","Sandals","Apparel","48.32","1","charles","unknown","null","store"
"11433","2024-04-14","chloe d mwase","Kenya","P018","Bracelet","Footwear","113.51","1","Unknown","Cash","null","mobile"
"11434","2024-07-15","m. mwangi","Kenya","P008","Jeans","Footwear","112.30","3","Bob","unknown","DISC-20","store"
"11435","2024-11-10","peter c okoth","Kenya","P013","Blazer","Apparel","18.78","1","charles","Credit Card","null","web"
"11436","2024-05-09","mark kamau","Tanzania","P028","Leggings","Footwear","28.75","1","TEAM_A","unknown","null","none"
"11437","2025-01-03","fatima d kamau","Kenya","P007","Belt","Apparel","22.02","1","Unknown","Debit","null","affiliate"
"11438","2025-01-18","fatima wanjiru","South Sudan","P020","Necklace","Apparel","12.82","1","Bob","Cash","null","store"
"11439","2025-06-16","fatima njoroge","South Sudan","P030","Ankle Socks","Footwear ","83.25","1","Bob","bank transfer","SUMMER","Web"
"11440","2025-09-16",\N,"Kenya","P014","Shorts","Footwear","62.57","1","Alice M.","mpesa","NEW10","none"
"11441","2025-01-30","m. kamau","Rwanda","P030","Ankle Socks","Footwear ","83.25","1","Bob","Cash","null","none"
"11442","2025-03-20","david said","South Sudan","P025","Windbreaker","Apparel","90.77","1","TEAM_A","unknown","null","Web"
"11443","2024-11-13","paul wanjiru","Rwanda","P011","Dress","Apparel","59.57","1","TEAM_A","mpesa","NEW10","mobile"
"11445","2024-09-16","lilian kamau","Burundi","P017","Watch","Accessories","76.48","1","charles","Debit","null","store"
"11446","2024-07-15","fatima said","Kenya","P022","Boots","Footwear","10.34","1","Unknown","bank transfer","null","affiliate"
"11447","2024-03-19","tom kamau","Tanzania","P011","Dress","Apparel","59.57","1","charles","Cash","NEW10","mobile"
"11449","2025-02-06","sophia said","rwanda","P027","Sports Tee","Clothes","28.49","1","Unknown","unknown","null","web"
"11451","2024-04-20",\N,"Burundi","P030","Ankle Socks","Footwear ","83.25","1","Alice M.","Debit","null","Web"
"11452","2024-06-18","fatima ibrahim","Rwanda","P026","Beanie","Clothes","13.49","2","Alice M.","Mpesa","null","store"
"11453","2025-07-08","peter wanjiru","Uganda","P013","Blazer","Apparel","18.78","1","Unknown","mpesa","null","none"
"11454","2023-12-06","peter ibrahim","Kenya","P017","Watch","Accessories","76.48","1","charles","Credit Card","null","mobile"
"11455","2025-09-25","p. doe","Kenya","P007","Belt","Apparel","22.02","1","charles","Debit","DISC-20","mobile"
"11456","2025-08-12","john d ibrahim","Burundi","P026","Beanie","Clothes","13.49","2","charles","Debit","DISC-20","affiliate"
"11457","2024-06-30","david karanja","Rwanda","P007","Belt","Apparel","22.02","1","Unknown","Credit Card","null","none"
"11458","2024-04-13",\N,"South Sudan","P022","Boots","Footwear","10.34","1","charles","unknown","null","store"
"11459","2025-05-19","sam ibrahim","Tanzania","P015","Socks","Apparel","83.19","2","Bob","unknown","SUMMER","web"
"11460","2024-11-04","chloe said","Kenya","P013","Blazer","Apparel","18.78","1","TEAM_A","Debit","DISC-20","store"
"11461","2023-11-13","brian kamau","Tanzania","P014","Shorts","Footwear","62.57","3","Bob","mpesa","null","affiliate"
"11462","2025-10-18","e. otieno","Rwanda","P020","Necklace","Apparel","12.82","2","charles","Cash","NEW10","store"
"11463","2025-02-27","esther wanjiru","Kenya","P005","T-shirt","Clothes","110.09","1","charles","bank transfer","null","affiliate"
"11464","2024-07-18","jane okoth","Burundi","P015","Socks","Apparel","83.19","1","Unknown","unknown","null","mobile"
"11465","2024-12-26","david mensah","South Sudan","P027","Sports Tee","Clothes","28.49","1","Bob","Mpesa","null","store"
"11466","2023-02-17","a. okoth","rwanda","P013","Blazer","Apparel","18.78","1","Unknown","mpesa","null","mobile"
"11467","2024-04-09","linda kamau","Uganda","P003","Hoodie","Footwear ","37.22","1","Alice M.","unknown","null","web"
"11468","2025-04-24","esther  doe","South Sudan","P011","Dress","Apparel","59.57","1","Unknown","bank transfer","null","Web"
"11469","2024-03-07","david ibrahim","Kenya","P020","Necklace","Apparel","12.82","1","Unknown","Mpesa","null","mobile"
"11470","2025-06-16","robert mensah","Uganda","P008","Jeans","Footwear","112.30","1","Bob","Credit Card","null","affiliate"
"11471","2024-11-23","peter ibrahim","Kenya","P003","Hoodie","Footwear ","37.22","1","TEAM_A","unknown","NEW10","Web"
"11473","2025-01-14","noah mensah","Kenya","P026","Beanie","Clothes","13.49","1","Unknown","mpesa","DISC-20","mobile"
"11474","2024-06-25","mary c karanja","Rwanda","P030","Ankle Socks","Footwear ","83.25","1","TEAM_A","unknown","DISC-20","web"
"11475","2024-08-08",\N,"Tanzania","P019","Earrings","Accessories","43.66","1","Unknown","unknown","null","store"
"11476","2024-04-01","m. kamau","rwanda","P002","Sneakers","Apparel","86.72","1","TEAM_A","bank transfer","null","affiliate"
"11477","2024-03-13","chloe b okoth","Uganda","P015","Socks","Apparel","83.19","1","charles","unknown","NEW10","web"
"11478","2024-10-28","robert mutiso","Rwanda","P013","Blazer","Apparel","18.78","1","charles","Cash","null","mobile"
"11479","2024-11-08","linda b mutiso","Uganda","P028","Leggings","Footwear","28.75","1","Unknown","mpesa","null","store"
"11480","2024-01-11","alice mwase","Kenya","P011","Dress","Apparel","59.57","1","TEAM_A","Credit Card","null","affiliate"
"11482","2025-06-18","g. njoroge","Rwanda","P013","Blazer","Apparel","18.78","1","TEAM_A","unknown","null","store"
"11483","2024-04-11","grace mwangi","Burundi","P030","Ankle Socks","Footwear ","83.25","1","Alice M.","unknown","null","web"
"11484","2025-08-09","paul kim","South Sudan","P002","Sneakers","Apparel","86.72","1","TEAM_A","Mpesa","SUMMER","mobile"
"11485","2024-07-11","mark mensah","Kenya","P001","Denim Jacket","Accessories","139.90","1","Bob","bank transfer","null","store"
"11486","2025-05-09","linda  mensah","rwanda","P003","Hoodie","Footwear ","37.22","2","Unknown","Credit Card","null","none"
"11487","2025-05-23","robert kim","Burundi","P012","Skirt","Footwear","38.53","1","Unknown","Cash","null","affiliate"
"11488","2025-03-06","brian mensah","Tanzania","P025","Windbreaker","Apparel","90.77","1","Bob","mpesa","null","affiliate"
"11489","2025-07-26","e. njoroge","Uganda","P012","Skirt","Footwear","38.53","1","charles","Cash","SUMMER","affiliate"
"11490","2024-03-20","grace z okoth","South Sudan","P029","Active Shorts","Apparel","27.63","1","Unknown","bank transfer","DISC-20","store"
"11491","2024-11-28","linda mensah","South Sudan","P012","Skirt","Footwear","38.53","1","Bob","Mpesa","SUMMER","mobile"
"11492","2024-03-19","m. mwangi","Kenya","P017","Watch","Accessories","76.48","1","Unknown","Cash","null","store"
"11493","2025-01-18","mark mugabe","Rwanda","P024","Sandals","Apparel","48.32","3","Unknown","Cash","NEW10","web"
"11494","2025-06-15","lydia ibrahim","South Sudan","P017","Watch","Accessories","76.48","1","TEAM_A","Cash","NEW10","store"
"11495","2025-06-13","david z mutiso","Kenya","P001","Denim Jacket","Accessories","139.90","1","Bob","Debit","SUMMER","store"
"11496","2025-07-31","mark mugabe","Uganda","P002","Sneakers","Apparel","86.72","1","Bob","bank transfer","DISC-20","Web"
"11497","2025-06-26","noah  mensah","South Sudan","P003","Hoodie","Footwear ","37.22","1","Unknown","Mpesa","NEW10","mobile"
"11498","2024-10-24","linda c otieno","Kenya","P011","Dress","Apparel","59.57","1","charles","unknown","null","store"
"11499","2024-09-02","tom kamau","Uganda","P020","Necklace","Apparel","12.82","1","Alice M.","Cash","null","affiliate"
"11500","2025-03-08","fatima c mugabe","Burundi","P027","Sports Tee","Clothes","28.49","2","Bob","unknown","null","store"
"11501","2024-05-10","john d doe","Uganda","P029","Active Shorts","Apparel","27.63","1","Bob","Debit","DISC-20","none"
"11502","2025-05-13","john mugabe","South Sudan","P014","Shorts","Footwear","62.57","1","Unknown","unknown","NEW10","store"
"11503","2024-01-07","sophia z kim","South Sudan","P011","Dress","Apparel","59.57","1","Unknown","unknown","null","store"
"11504","2024-09-02","owen okoth","Kenya","P022","Boots","Footwear","10.34","2","Unknown","Credit Card","null","web"
"11505","2024-02-20","moses ibrahim","Kenya","P008","Jeans","Footwear","112.30","1","Alice M.","Debit","null","none"
"11506","2024-02-17","fatima mwangi","South Sudan","P030","Ankle Socks","Footwear ","83.25","1","Bob","Credit Card","null","none"
"11507","2024-03-31","brian z kamau","South Sudan","P021","Sunglass Case","Footwear","50.53","1","charles","Mpesa","SUMMER","mobile"
"11508","2024-04-03",\N,"Kenya","P016","Backpack","Accessories","76.33","1","TEAM_A","Cash","NEW10","store"
"11509","2025-02-18","noah otieno","Uganda","P028","Leggings","Footwear","28.75","1","Unknown","bank transfer","NEW10","affiliate"
"11510","2024-05-11","lilian otieno","Tanzania","P025","Windbreaker","Apparel","90.77","1","Unknown","Credit Card","null","store"
"11511","2024-07-16","peter mugabe","Kenya","P018","Bracelet","Footwear","113.51","1","Unknown","Cash","null","Web"
"11512","2025-04-04","peter doe","Tanzania","P003","Hoodie","Footwear ","37.22","1","charles","Mpesa","NEW10","store"
"11514","2025-02-17","peter wanjiru","Uganda","P026","Beanie","Clothes","13.49","1","TEAM_A","mpesa","NEW10","web"
"11515","2025-07-19","j. doe","Rwanda","P016","Backpack","Accessories","152.66","2","Unknown","Cash","null","store"
"11516","2025-10-03","john mwase","Uganda","P006","Running Shoes","Clothes","116.45","1","Unknown","Credit Card","NEW10","Web"
"11518","2025-10-13","david mwangi","Kenya","P010","Cap","Accessories","28.77","1","TEAM_A","Debit","null","store"
"11519","2025-10-06","grace b mugabe","Uganda","P008","Jeans","Footwear","112.30","1","Alice M.","bank transfer","SUMMER","store"
"11520","2026-08-10","moses kamau","Rwanda","P002","Sneakers","Apparel","86.72","1","Unknown","bank transfer","SUMMER","none"
"11521","2025-06-03","tom mugabe","Rwanda","P003","Hoodie","Footwear ","37.22","1","Unknown","Cash","SUMMER","store"
"11522","2024-03-24","mark mwangi","Rwanda","P009","Scarf","Apparel","20.66","1","TEAM_A","Credit Card","NEW10","affiliate"
"11523","2024-08-08","robert z mutiso","rwanda","P005","T-shirt","Clothes","110.09","1","Bob","Debit","NEW10","none"
"11524","2025-05-14","a. mwangi","South Sudan","P011","Dress","Apparel","59.57","1","TEAM_A","Credit Card","null","Web"
"11525","2024-03-26","brian mugabe","Rwanda","P026","Beanie","Clothes","13.49","1","Unknown","Debit","SUMMER","affiliate"
"11526","2024-06-25","tom karanja","Kenya","P026","Beanie","Clothes","13.49","1","Alice M.","Debit","null","store"
"11528","2025-05-06","n. mutiso","Tanzania","P014","Shorts","Footwear","62.57","1","Bob","Mpesa","DISC-20","none"
"11529","2025-01-22","lilian c otieno","Kenya","P017","Watch","Accessories","76.48","2","Unknown","Debit","null","affiliate"
"11530","2024-06-04","alice doe","Uganda","P009","Scarf","Apparel","20.66","1","Unknown","mpesa","DISC-20","Web"
"11531","2024-09-01","paul mwangi","Uganda","P011","Dress","Apparel","59.57","1","charles","Credit Card","null","store"
"11532","2024-03-25","peter otieno","Uganda","P030","Ankle Socks","Footwear ","83.25","1","Unknown","Debit","null","Web"
"11533","2025-07-14","mark  okoth","Burundi","P013","Blazer","Apparel","18.78","1","TEAM_A","unknown","NEW10","mobile"
"11534","2025-06-08","sam mutiso","Uganda","P019","Earrings","Accessories","43.66","1","Unknown","Credit Card","SUMMER","Web"
"11535","2024-11-25","peter otieno","Tanzania","P016","Backpack","Accessories","76.33","1","Unknown","unknown","SUMMER","web"
"11537","2026-03-11","noah okoth","Uganda","P004","Sunglasses","Apparel","40.44","1","Unknown","mpesa","SUMMER","mobile"
"11538","2024-06-09","lydia njoroge","Tanzania","P001","Denim Jacket","Accessories","139.90","1","Unknown","mpesa","SUMMER","none"
"11539","2024-08-25","c. mugabe","Tanzania","P001","Denim Jacket","Accessories","139.90","1","Unknown","unknown","null","store"
"11540","2025-09-30","j. mugabe","Uganda","P018","Bracelet","Footwear","113.51","1","Bob","unknown","NEW10","store"
"11541","2024-08-22","david said","Kenya","P029","Active Shorts","Apparel","27.63","1","TEAM_A","unknown","DISC-20","store"
"11542","2025-09-06","grace karanja","Kenya","P022","Boots","Footwear","10.34","3","charles","Cash","null","affiliate"
"11543","2024-06-18","alice ibrahim","Kenya","P010","Cap","Accessories","28.77","1","charles","Debit","null","web"
"11544","2024-11-17","e. wanjiru","Uganda","P016","Backpack","Accessories","76.33","2","TEAM_A","Debit","null","store"
"11545","2025-04-05","brian b doe","Kenya","P006","Running Shoes","Clothes","1164.50","1","TEAM_A","Credit Card","null","Web"
"11546","2024-09-08","brian kamau","Kenya","P007","Belt","Apparel","220.20","1","charles","Cash","NEW10","web"
"11547","2025-04-19","esther kamau","Kenya","P007","Belt","Apparel","22.02","1","TEAM_A","Credit Card","null","Web"
"11548","2025-07-12","mary z mugabe","rwanda","P002","Sneakers","Apparel","86.72","2","Alice M.","Mpesa","null","Web"
"11549","2024-12-31","linda c mwase","Uganda","P012","Skirt","Footwear","38.53","1","charles","unknown","null","store"
"11550","2024-08-17","p. njoroge","Kenya","P027","Sports Tee","Clothes","28.49","1","charles","mpesa","NEW10","none"
"11551","2025-04-03","brian ibrahim","Burundi","P005","T-shirt","Clothes","110.09","1","Alice M.","unknown","null","web"
"11553","2025-09-21","mark mugabe","Uganda","P023","Loafers","Apparel","116.66","1","charles","bank transfer","NEW10","affiliate"
"11554","2024-06-08","fatima  z  mensah","Uganda","P022","Boots","Footwear","10.34","1","Unknown","mpesa","null","store"
"11555","2025-01-09","david z doe","Kenya","P025","Windbreaker","Apparel","90.77","1","Alice M.","Debit","SUMMER","affiliate"
"11556","2024-05-13","m. kamau","South Sudan","P015","Socks","Apparel","83.19","1","TEAM_A","unknown","null","none"
"11557","2025-01-08","owen mutiso","Uganda","P017","Watch","Accessories","76.48","1","Unknown","Credit Card","null","web"
"11558","2024-02-17",\N,"Tanzania","P027","Sports Tee","Clothes","28.49","1","charles","mpesa","NEW10","store"
"11559","2024-11-10","noah c doe","Uganda","P002","Sneakers","Apparel","86.72","1","Bob","Debit","NEW10","store"
"11560","2024-09-22","lydia njoroge","Kenya","P005","T-shirt","Clothes","110.09","1","Unknown","mpesa","NEW10","mobile"
"11561","2024-02-09","owen okoth","Tanzania","P012","Skirt","Footwear","38.53","1","charles","Mpesa","NEW10","mobile"
"11562","2024-12-26","lydia karanja","Uganda","P010","Cap","Accessories","28.77","2","charles","unknown","null","affiliate"
"11563","2024-02-22","esther kamau","South Sudan","P014","Shorts","Footwear","62.57","1","Alice M.","Mpesa","null","none"
"11564","2024-05-01",\N,"Tanzania","P027","Sports Tee","Clothes","28.49","1","TEAM_A","bank transfer","NEW10","affiliate"
"11565","2024-03-26","robert doe","Kenya","P014","Shorts","Footwear","62.57","1","Bob","unknown","null","web"
"11566","2024-08-27","peter karanja","Tanzania","P012","Skirt","Footwear","38.53","2","charles","unknown","null","none"
"11568","2024-07-22","tom njoroge","Uganda","P015","Socks","Apparel","83.19","2","Bob","mpesa","NEW10","web"
"11569","2024-08-20","sophia otieno","Rwanda","P021","Sunglass Case","Footwear","50.53","1","Bob","Credit Card","SUMMER","store"
"11570","2025-07-28","sophia njoroge","Uganda","P007","Belt","Apparel","22.02","1","Bob","Debit","DISC-20","mobile"
"11571","2024-01-19","lilian mwangi","Burundi","P017","Watch","Accessories","76.48","3","Unknown","mpesa","DISC-20","store"
"11572","2024-02-18","david mwangi","South Sudan","P020","Necklace","Apparel","12.82","1","charles","unknown","null","none"
"11573","2025-08-19","brian z doe","Rwanda","P019","Earrings","Accessories","87.32","1","TEAM_A","Debit","null","none"
"11574","2025-01-24","robert z ibrahim","Rwanda","P007","Belt","Apparel","22.02","2","Unknown","unknown","null","mobile"
"11575","2025-01-15","david d kamau","Tanzania","P008","Jeans","Footwear","112.30","1","Alice M.","unknown","null","web"
"11576","2024-04-01",\N,"Kenya","P030","Ankle Socks","Footwear ","83.25","1","Unknown","Debit","NEW10","mobile"
"11577","2025-06-05","sam okoth","Kenya","P012","Skirt","Footwear","38.53","1","Bob","Debit","NEW10","affiliate"
"11579","2024-06-25","esther doe","Tanzania","P021","Sunglass Case","Footwear","50.53","3","charles","Cash","null","affiliate"
"11580","2024-02-26","e. kamau","Tanzania","P023","Loafers","Apparel","116.66","1","Unknown","mpesa","NEW10","affiliate"
"11581","2025-07-03","sam mwangi","Kenya","P009","Scarf","Apparel","20.66","1","Unknown","mpesa","null","store"
"11582","2024-10-29","brian kamau","Kenya","P014","Shorts","Footwear","62.57","1","charles","Credit Card","null","web"
"11583","2025-09-19","lydia njoroge","Uganda","P026","Beanie","Clothes","13.49","1","TEAM_A","mpesa","null","none"
"11584","2025-11-13","grace  said","Tanzania","P012","Skirt","Footwear","38.53","1","TEAM_A","Credit Card","null","mobile"
"11585","2025-09-17","sam okoth","South Sudan","P021","Sunglass Case","Footwear","50.53","4","Unknown","mpesa","NEW10","store"
